cik,cusip6,cusip9
1423774,98983V,98983V
1423869,69406T,69406T408
1425173,032002,032002206
1425205,37182R,37182R102
1426506,78454K,78454K102
1426859,18449C,18449C302
1428389,095226,095226106
1428397,00652J,00652J109
1428397,00652J,00652J208
1429627,88244W,88244W101
1430124,215151,21515101
1430725,Y27183,Y27183105
1432001,91137N,91137N203
1432754,12551W,12551W
1432754,12551W,12551W107
1433309,G71218,G71218104
1434728,379463,379463102
1434729,404303,404303109
1434754,313400,313400301
1435055,92647U,92647U
1435508,33621E,33621E109
1436223,879690,879690105
1437106,043632,043632207
1437107,25470F,25470F203
1437491,27888N,27888N109
1437557,532403,532403201
1438133,875372,875372
1438943,86031Q,86031Q104
1439725,09075X,09075X108
1441567,58506K,58506K102
1441693,57165B,57165B106
1442236,74836W,74836W
1442853,45579B,45579B101
1443202,20343Y,20343Y109
1443202,35804V,35804V204
1443388,393057,393057203
1443611,82932V,82932V102
1443799,Y2693R,Y2693R101
1444874,88165Y,88165Y101
1445815,05351T,05351T100
1445883,31816P,31816P103
1446159,74033P,74033P100
1448397,Y73760,Y73760129
1448597,051276,051276103
1448597,12021A,12021A107
1448705,70438T,70438T101
1448763,03077G,03077G106
1448900,219857,219857109
1449488,27032D,27032D304
1449732,P96920,P96920310
1449801,18145M,18145M109
1450598,K49769,K49769100
1451520,451681,451681601
1451598,886289,886289107
1455365,19243B,19243B
1456189,522132,522132109
1456274,790575,790575104
1457612,372427,372427104
1460198,49726K,49726K105
1460602,68619K,68619K105
1460602,68619K,68619K204
1461993,58549G,58549G209
1463101,29355A,29355A107
1463258,75972A,75972A509
1463729,756207,756207106
1463792,560690,560690208
1463833,22944D,22944D401
1463959,23336Q,23336Q109
1464591,G38327,G38327105
1466538,223622,223622101
1466538,902925,902925106
1467154,74165N,74165N105
1467760,0376U1,0376U105
1468091,92719A,92719A106
1471266,417429,417429107
1472093,470421,47042106
1472343,775431,775431109
1473597,750491,750491102
1474835,458173,458173101
1475115,29975E,29975E109
1477449,539183,539183103
1478242,46266C,46266C105
1479247,911718,911718104
1479426,41145W,41145W109
1479681,45173A,45173A
1481241,Y2069P,Y2069P101
1481646,000437,000437
1482541,00771R,00771R
1482541,00771R,00771R107
1482688,45782C,45782C664
1484565,92407M,92407M206
1484949,46924R,46924R106
1485003,14216R,14216R101
1485003,286221,286221106
1485029,915279,915279103
1486058,31429C,31429C101
1487428,44045A,44045A102
1487610,64128C,64128C106
1487730,84763R,84763R101
1488087,14964T,14964T101
1488775,184692,184692200
1489137,608753,608753109
1489137,608754,608754109
1489137,608756,608756109
1489137,835637,835637109
1490165,29482P,29482P100
1490286,89148B,89148B200
1490630,76218Y,76218Y103
1490873,272780,272780102
1490983,75604L,75604L105
1491487,87407Q,87407Q108
1492074,000380,000380204
1492691,499049,499049104
1492915,853393,853393106
1493182,78468K,78468K106
1493552,63906P,63906P107
1493761,699172,699172101
1493761,699172,699172201
1494530,33738E,33738E109
1495222,691543,691543870
1495584,817732,817732100
1495899,052666,052666302
1496048,370023,370023103
1496671,13089P,13089P101
1497130,09072Q,09072Q106
1498403,09071M,09071M10
1499506,521168,521168
1499684,98877T,98877T100
1500096,48661E,48661E108
1500198,64130M,64130M100
1500375,318222,318222114
1500711,01890A,01890A108
1500836,977880,977880103
1501331,929358,929358109
1501350,29855C,29855C108
1501697,98420X,98420X103
1501775,G5953U,G5953U102
1501796,05153U,05153U107
1502377,21077F,21077F100
1502966,253825,25382520
1503063,35553P,35553P101
1504167,09072X,09072X101
1504795,Y09675,Y09675102
1505611,24345A,24345A101
1505732,06654A,06654A103
1505823,35353C,35353C102
1506290,32055Y,32055Y300
1506439,820054,820054104
1507181,83362P,83362P102
1507605,56585W,56585W302
1507934,530322,530322205
1507934,530322,530322403
1507934,85571Q,85571Q201
1507964,221013,221013105
1507986,913384,913384103
1508475,G91458,G91458102
1509253,6706EN,6706EN100
1509253,67074X,67074X107
1509589,097703,097703400
1509986,641181,64118108
1511071,730206,730206109
1511261,554142,554142109
1512499,535219,535219109
1513789,33738C,33738C103
1514128,91338E,91338E101
1514242,71377G,71377G100
1514418,29158Y,29158Y104
1514743,44951J,44951J105
1514946,05463V,05463V100
1516805,624697,624697207
1517518,18469P,18469P209
1518461,03211Q,03211Q101
1519505,600379,600379101
1519632,50214A,50214A104
1520300,00213T,00213T109
1520697,11133B,11133B409
1521168,80007A,80007A102
1522215,336136,336136106
1522690,36192A,36192A
1522727,N33462,N33462107
1523289,25065A,25065A502
1523854,952678,952678100
1524190,45174L,45174L108
1524190,81783J,81783J101
1524358,57164Y,57164Y
1525287,849343,849343108
1526119,G62185,G62185106
1526329,89148H,89148H207
1527355,500048,500048
1527355,50048Y,50048Y104
1527599,60470J,60470J103
1527599,87166L,87166L100
1527622,777149,777149105
1527636,05278C,05278C107
1527698,553140,553140106
1527709,59560V,59560V109
1527728,236078,236078101
1528752,16952T,16952T
1528903,N07831,N07831105
1528930,35180X,35180X
1528930,53128T,53128T102
1529192,G93629,G93629106
1530238,G9887Y,G9887Y
1530766,09073N,09073N102
1530981,629731,62973107
1531048,45332Y,45332Y109
1531177,82657M,82657M105
1532079,741865,741865109
1533106,37952E,37952E
1533454,665826,66582610
1533454,665826,665826103
1534133,38942Q,38942Q103
1534287,09072Q,09072Q
1534293,79471V,79471V105
1534675,G87264,G87264100
1534708,277802,277802104
1536035,779268,779268101
1537917,90238J,90238J103
1539337,67074Y,67074Y105
1544116,26658A,26658A107
1544116,G62185,G62185106
1544229,29286C,29286C107
1547158,89148K,89148K200
1547282,121208,121208201
1547341,18469Q,18469Q207
1548187,834251,834251100
1549107,Y75638,Y75638109
1552198,96524V,96524V106
1552800,88677Q,88677Q109
1556179,74967B,74967B309
1556179,74967B,74967B507
1556266,07039P,07039P104
1556266,16891K,16891K103
1556336,33739B,33739B104
1557523,74255X,74255X104
1557883,24983L,24983L
1557915,670671,670671205
1557915,670671,670671304
1558235,22004E,22004E208
1559053,G01767,G01767105
1559909,41753F,41753F109
1560385,531229,531229201
1560385,531229,531229730
1560385,531229,531229862
1560672,028857,02885781
1561387,11133B,11133B409
1562214,98887G,98887G106
1562594,488401,488401100
1562636,14964T,14964T101
1562733,87165D,87165D
1563536,00089G,00089G108
1563577,36338D,36338D108
1563665,30233M,30233M107
1564584,670677,670677111
1564584,670677,670677202
1564822,72348P,72348P104
1565687,45827U,45827U109
1567388,62987R,62987R107
1568319,620107,620107102
1568385,10919T,10919T105
1570585,G5480U,G5480U112
1570585,G5480U,G5480U146
1571498,03940F,03940F103
1571498,44842L,44842L103
1572386,90288A,90288A
1572552,04624N,04624N107
1572910,718549,718549207
1574111,00383Y,00383Y102
1574235,74584P,74584P103
1574815,05591B,05591B109
1574969,59515Q,59515Q106
1575051,172464,172464109
1575571,532771,53277102
1575599,0551X1,0551X100
1575858,245497,245497102
1575988,827694,827694100
1576340,151461,151461209
1577670,505743,505743104
1577791,31679F,31679F
1579214,92766K,92766K106
1579252,98416J,98416J118
1580149,09074F,09074F207
1581987,038505,038505400
1581987,E00038,E00038648
1582244,219387,219387107
1582966,16411W,16411W108
1583001,32010E,32010E100
1583103,91914J,91914J
1583107,G8807B,G8807B106
1585064,315785,315785
1588978,74276L,74276L105
1589420,33739M,33739M100
1589526,095306,095306106
1590584,178787,178787107
1590714,72766Q,72766Q
1591588,00181T,00181T107
1591890,68244P,68244P107
1591956,8481L1,8481L100
1591956,8481L2,8481L209
1592000,29336U,29336U107
1593195,896082,896082104
1593899,481116,481116101
1595974,00386B,00386B109
1596856,50187J,50187J108
1596961,781386,781386
1596993,Y2106R,Y2106R110
1597659,Y6366T,Y6366T112
1597835,88032Q,88032Q109
1598981,78471E,78471E105
1599947,88104R,88104R100
1600470,27890G,27890G100
1601072,G00349,G00349109
1601936,G07025,G07025102
1602367,066855,066855100
1603756,05465P,05465P101
1605997,66561Y,66561Y107
1606457,L0427L,L0427L204
1606745,531465,531465201
1607997,670734,670734201
1607997,670734,670734409
1608249,98919V,98919V105
1609351,84652J,84652J103
1609471,94184W,94184W100
1609988,057104,057104
1609988,33974L,33974L205
1610466,822634,822634
1611231,5777M2,5777M201
1611747,641119,641119102
1611852,G4772R,G4772R101
1611983,530307,530307206
1612720,65342K,65342K105
1614818,14141X,14141X108
1615165,92347M,92347M100
1615905,67075G,67075G103
1616101,616900,616900106
1616265,485859,485859102
1616297,05358K,05358K102
1616543,81727U,81727U10
1616741,30292L,30292L107
1617582,E00038,E00038779
1619250,91914N,91914N
1619250,91914N,91914N202
1619551,G67789,G67789
1620179,30162V,30162V409
1620280,97382A,97382A200
1620533,819047,819047
1621499,02156H,02156H100
1623077,641119,641119102
1623590,92849Y,92849Y206
1624326,70387R,70387R106
1625288,46116E,46116E103
1626837,01643V,01643V102
1626971,221015,221015100
1629210,M81863,M81863116
1629261,542614,542614102
1630805,05614L,05614L
1630805,53128T,53128T102
1631487,M6184R,M6184R101
1632933,26885J,26885J103
1635840,74383X,74383X109
1636519,55825T,55825T
1637810,33767E,33767E103
1638287,64132R,64132R107
1638318,759757,759757107
1639225,539183,539183103
1641489,918385,918385105
1642453,23753F,23753F
1642453,23753F,23753F107
1642985,55387R,55387R107
1643303,G2007L,G2007L204
1644488,819536,819536103
1644488,819537,819537101
1644903,5270Q1,5270Q100
1647088,G28195,G28195124
1648365,88749T,88749T107
1649989,68235M,68235M105
1649989,69012T,69012T107
1649989,69012T,69012T206
1651431,162818,162818108
1651717,72766Q,72766Q105
1651717,G6564A,G6564A
1651717,G6564A,G6564A105
1653247,51476W,51476W206
1653558,74275G,74275G107
1654795,G16252,G16252101
1657312,282559,282559103
1657788,49435R,49435R102
1658566,15136A,15136A102
1659494,16954L,16954L105
1659494,16954L,16954L204
1659939,29278D,29278D105
1661059,65343E,65343E108
1661181,68621F,68621F102
1667939,35952B,35952B109
1668243,M96088,M96088105
1669600,53046P,53046P208
1672326,98872F,98872F105
1673226,558868,558868105
1673772,75382E,75382E
1674227,78396V,78396V109
1674365,03836N,03836N
1674416,71723F,71723F103
1674657,619784,619784101
1675033,91531F,91531F103
1681348,54267E,54267E104
1681903,44931Q,44931Q104
1681941,449538,449538
1681941,G97223,G97223104
1682241,283651,28365107
1682265,75955V,75955V108
1684425,G87084,G87084102
1684425,G87084,G87084110
1686850,632014,632014
1689813,G11196,G1119610
1689813,G11196,G11196105
1690080,68236V,68236V104
1690080,68236V,68236V203
1690820,146869,146869
1691570,90351Y,90351Y
1691570,90351Y,90351Y101
1692787,02215L,02215L100
1693011,45790W,45790W108
1693256,641119,641119102
1693256,81617J,81617J310
1697834,85858U,85858U107
1698514,225401,225401108
1698514,G6375R,G6375R
1698530,30205M,30205M101
1699039,75282U,75282U
1701040,G1992S,G1992S
1703399,81141R,81141R100
1704299,27901F,27901F109
1704760,58406B,58406B103
1705012,30258N,30258N600
1705338,846517,846517100
1708176,40619L,40619L102
1708301,0556EL,0556EL
1709164,40701L,40701L
1709626,04351P,04351P101
1712463,75321W,75321W103
1720580,67022C,67022C106
1722271,00973J,00973J101
1722271,12674W,12674W109
1723580,12122L,12122L101
1723701,72203E,72203E400
1723701,72203E,72203E707
1723701,72203E,72203E871
1724344,04216R,04216R102
1724344,293614,293614103
1725255,00653Q,00653Q110
1725255,92847R,92847R104
1725430,36151G,36151G105
1725516,759960,759960107
1729173,91818X,91818X207
1730346,15957P,15957P105
1733257,31773D,31773D101
1734107,83410S,83410S108
1735948,113004,113004105
1735948,393704,393704309
1737422,G6461G,G6461G106
1737450,68373M,68373M107
1737706,21900C,21900C308
1737927,901164,901164
1739174,282559,282559103
1740547,9381B1,9381B108
1740547,G0750W,G0750W104
1743725,85209W,85209W109
1745020,88369M,88369M101
1750153,13803R,13803R102
1751143,10319T,10319T200
1752474,498455,498455
1753162,31189V,31189V109
1754170,609754,609754106
1758488,8676EP,8676EP108
1759008,142552,142552108
1760542,43906K,43906K100
1760764,G39462,G39462125
1762418,03280X,03280X102
1766016,000176,000176601
1771706,38238W,38238W103
1771917,48576A,48576A100
1773751,433000,433000106
1774342,670663,670663301
1774675,17143G,17143G106
1779476,G8828K,G8828K101
1780312,00217D,00217D100
1781726,S36253,S36253
1782223,747324,747324101
1782594,37186H,37186H209
1785056,45840Y,45840Y104
1785530,282559,282559103
1785530,95075A,95075A107
1785971,09260E,09260E105
1786205,03940C,03940C100
1787005,366554,366554103
1787425,G98239,G98239109
1789769,45783C,45783C101
1791278,09610L,09610L
1791278,09610L,09610L106
1793663,G9470A,G9470A102
1797768,49705R,49705R105
1798562,87261Y,87261Y106
1798749,008064,008064107
1800347,29788T,29788T103
1800392,G9420F,G9420F102
1809104,000184,000184474
1809122,N2451R,N2451R105
1809541,09260U,09260U109
1811623,70424C,70424C10
1812360,351471,351471
1813756,U96217,U96217
1814215,67021W,67021W103
1814329,04634X,04634X103
1814728,85209W,85209W109
1816590,20451W,20451W101
1816708,69120X,69120X107
1817071,G46049,G4604912
1817713,28036F,28036F105
1818255,12590U,12590U104
1818331,18978W,18978W109
1819035,00401C,00401C108
1819438,83406F,83406F102
1819493,98423B,98423B108
1819493,G65305,G65305107
1819810,G38245,G38245100
1822523,00109K,00109K105
1824301,23318M,23318M100
1825024,67623L,67623L109
1826168,88706T,88706T108
1826681,80359A,80359A205
1827506,87410C,87410C104
1827821,34629L,34629L103
1828673,40423R,40423R105
1828972,12430A,12430A102
1830081,78137L,78137L105
1832168,54300N,54300N103
1833214,78397T,78397T103
1834336,24803C,24803C102
1834645,70470P,70470P108
1835068,67080D,67080D103
1835512,88105P,88105P103
1836057,09260Q,09260Q108
1837774,13767J,13767J104
1840229,603693,603693102
1841209,G4028H,G4028H105
1841408,23834J,23834J102
1842223,G36826,G36826108
1842916,349885,349885103
1844744,000184,000184474
1849820,63611H,63611H108
1851194,92332V,92332V107
1853047,44364H,44364H118
1854583,00085X,00085X105
1854583,193939,193939105
1855066,56064Q,56064Q107
1855351,78661R,78661R106
1859639,G2007L,G2007L105
1861115,670750,670750108
1861560,670703,670703107
1862490,Q9225T,Q9225T102
1863990,84921J,84921J108
1864843,09262F,09262F100
1865408,30223G,30223G102
1865494,449778,449778109
1867757,09370F,09370F109
1868640,G7606H,G7606H108
1868734,17240Y,17240Y109
1869198,53190C,53190C102
1872529,58286E,58286E102
1872812,87807D,87807D202
1874074,G6360J,G6360J102
1875609,G86021,G8602109
1879016,46578C,46578C108
1879248,E000DU,E000DU292
1879293,628635,628635203
1881462,G83745,G83745102
1882198,04687C,04687C105
1885408,M61472,M61472102
1885522,640979,640979100
1888012,43157M,43157M102
1894210,74738V,74738V
1915328,G49446,G49446135
1933414,20451W,20451W101
1937987,306121,306121104
1946425,408302,408302107
1958140,047726,047726203
1970509,G4375F,G4375F
0000001750,000361,000361105
0000004447,42809H,42809H107
0000004904,025537,025537101
0000006845,037598,037598109
0000006955,292765,292765104
0000007084,039483,039483102
0000007789,045487,045487105
0000008146,04638F,04638F108
0000009092,056525,056525108
0000009326,057665,057665200
0000009389,058498,058498106
0000017843,144285,144285103
0000018230,149123,149123101
0000018255,149205,149205106
0000018349,87161C,87161C501
0000018926,550241,550241103
0000020286,172062,172062101
0000020520,35909D,35909D109
0000021076,189054,189054109
0000021665,194162,194162103
0000022356,200525,200525103
0000023217,205887,205887102
0000025232,222795,222795502
0000027419,87612E,87612E106
0000028412,200340,200340107
0000029644,257651,257651109
0000029989,681919,681919106
0000030125,45781W,45781W109
0000031107,276317,276317104
0000033002,293389,293389102
0000033213,26884L,26884L109
0000034088,30231G,30231G102
0000034903,313745,313745101
0000036270,55261F,55261F104
0000036377,32051X,32051X108
0000036966,320517,320517105
0000037996,345370,345370860
0000038725,353514,353514102
0000038777,354613,354613101
0000039263,229899,229899109
0000039368,359694,359694106
0000040704,370334,370334104
0000040987,372460,372460105
0000045012,406216,406216101
0000046080,418056,418056107
0000046195,062540,062540109
0000047111,427866,427866108
0000048287,404251,404251100
0000049196,446150,446150104
0000049600,277276,277276101
0000049826,452308,452308109
0000050493,457030,457030104
0000051143,459200,459200101
0000051253,459506,459506101
0000051434,460146,460146103
0000051644,460690,460690100
0000052988,46982L,46982L108
0000054381,483548,483548103
0000055529,492854,492854104
0000055785,494368,494368103
0000057515,513847,513847103
0000058492,524660,524660107
0000059558,534187,534187109
0000061398,87968A,87968A104
0000063754,579780,579780206
0000064472,368678,368678108
0000065312,26929N,26929N102
0000065984,29364G,29364G103
0000066004,596680,596680108
0000066570,553498,553498106
0000066740,88579Y,88579Y101
0000067716,552690,552690109
0000067887,615394,615394202
0000070145,636180,636180101
0000071557,67075V,67075V100
0000072333,655664,655664100
0000072573,624580,624580106
0000072741,30040W,30040W108
0000072903,98389B,98389B100
0000073290,09061H,09061H307
0000073309,670346,670346105
