cik,cusip6,cusip9
1076378,151290,151290889
1076378,240645,24064571
1076394,152418,152418109
1076481,817337,817337108
1076481,817377,817377108
1076641,654113,654113109
1076643,106372,106372105
1076682,560690,560690208
1076682,784495,784495103
1076700,482470,482470200
1076700,776349,776349201
1076744,26861X,26861X100
1076770,16937A,16937A101
1076770,62022L,62022L106
1076770,G2022L,G2022L106
1076784,169362,169362100
1076914,46575Q,46575Q100
1076914,465765,465765
1076930,36191C,36191C205
1076930,36229U,36229U102
1076930,67000B,67000B104
1077183,64049M,64049M209
1077370,45809K,45809K103
1077370,45809K,45809K202
1077428,88224Q,88224Q107
1077552,001250,001250109
1077552,105759,105759104
1077552,37245X,37245X203
1077596,24804S,24804S106
1077618,M7524R,M7524R108
1077688,439038,439038100
1077771,904214,904214103
1077800,317604,31760413
1077814,095698,09569813
1077866,543442,54344250
1077866,543442,543442503
1078037,75954T,75954T104
1078075,64115T,64115T104
1078203,351043,351043104
1078203,64107U,64107U101
1078207,254931,254931108
1078207,63910B,63910B102
1078271,30226D,30226D101
1078276,G6116R,G6116R101
1078284,565644,565644100
1078292,344067,34406710
1078295,09534T,09534T508
1078295,56781Q,56781Q
1078425,518292,518292107
1078577,03828R,03828R104
1078693,029654,029654308
1078693,62473C,62473C101
1078779,358433,358433100
1079023,922207,922207105
1079182,653520,653520106
1079270,53219H,53219H108
1079282,09065C,09065C106
1079385,218925,218925105
1079880,68272J,68272J106
1080014,88338T,88338T104
1080029,002072,002072100
1080029,00207W,00207W100
1080034,21249J,21249J105
1080034,92046N,92046N101
1080034,92046N,92046N102
1080034,S22967,S22967810
1080088,53838Q,53838Q109
1080088,5383Q1,5383Q109
1080099,45666Q,45666Q102
1080224,024061,024061103
1080224,279765,279765101
1080259,885118,885118109
1080306,736126,736126103
1080306,736126,736126301
1080359,019855,019855105
1080359,019855,01985513
1080359,019855,019855303
1080359,205937,205937105
1080359,315653,315653105
1080360,169476,169476207
1080381,12740C,12740C103
1080558,666610,666610100
1080667,25500M,25500M101
1080667,25500M,25500M103
1080667,25500T,25500T108
1080709,040047,040047102
1080866,06646V,06646V108
1081004,978150,978150100
1081015,65332K,65332K107
1081078,00187E,00187E104
1081154,129871,129871041
1081154,129897,129897104
1081197,3795V1,3795V1061
1081206,169453,16945310
1081206,379628,379628100
1081290,31567R,31567R100
1081316,129466,129466101
1081394,808649,808649107
1081394,80864H,80864H109
1081860,011757,011757101
1081935,777777,777777103
1082064,M15633,M15633106
1082249,732462,732462205
1082337,26861P,26861P107
1082337,68243Q,68243Q106
1082484,87815X,87815X109
1082506,640094,640094207
1082506,683718,683718100
1082526,38269P,38269P100
1082526,80908Q,80908Q107
1082526,80908T,80908T101
1082554,91307C,91307C101
1082554,91307C,91307C102
1082816,677007,677007106
1082923,852857,85285701
1082923,852857,852857101
1082923,852857,852857200
1083011,55306V,55306V106
1083036,285716,285716106
1083220,98400M,98400M101
1083269,G91078,G91078001
1083318,45839M,45839M10
1083383,37183K,37183K304
1083643,312059,312059108
1083712,36106P,36106P101
1083725,G6748D,G6748D108
1083839,67066V,67066V200
1083839,67066V,67066V408
1083866,38115J,38115J100
1083967,535679,535679104
1084031,45821F,45821F108
1084048,477366,477366108
1084103,64120V,64120V101
1084267,60743F,60743F508
1084408,923436,923436109
1084421,45768V,45768V108
1084482,65334N,65334N109
1084717,401086,401086103
1084717,69412V,69412V108
1084717,69478V,69478V108
1084726,58505Y,58505Y103
1084755,04033V,04033V203
1084765,76122Q,76122Q105
1084817,411307,411307101
1084827,64115P,64115P102
1084869,68243Q,68243Q101
1084869,68243Q,68243Q106
1084876,75061P,75061P
1084876,75061P,75061P102
1084887,929251,929251106
1084945,24366F,24366F203
1084961,292554,292554102
1084961,913483,913483103
1084991,63886Q,63886Q109
1085061,282056,282056101
1085098,253756,253756101
1085104,624681,62468101
1085223,871045,871045100
1085223,871045,871045101
1085280,88632Q,88632Q103
1085302,009367,009367301
1085482,890333,890333107
1085482,901166,901166108
1085586,458726,458726
1085601,024835,024835100
1085601,03748R,03748R101
1085601,039583,039583109
1085601,053484,053484101
1085601,05564E,05564E106
1085601,101121,101121101
1085601,25960P,25960P109
1085601,26959T,26959T102
1085601,294703,294703103
1085601,297178,297178105
1085601,30225T,30225T102
1085601,370021,370021107
1085601,379302,379302102
1085601,430141,430141101
1085601,437306,437306103
1085601,49427F,49427F108
1085601,49803T,49803T102
1085601,559775,559775101
1085601,58984Y,58984Y103
1085601,648053,648053106
1085601,69360J,69360J107
1085601,69806L,69806L104
1085601,737464,737464107
1085601,75621K,75621K106
1085601,758849,758849103
1085601,779273,779273101
1085601,866674,866674104
1085601,867892,867892101
1085601,876664,876664103
1085601,892081,892081100
1085621,44928D,44928D108
1085621,46059C,46059C201
1085734,093679,093679108
1085734,093679,093679207
1085734,936791,93679108
1085734,936792,936792071
1085770,437852,437852101
1085770,62458M,62458M207
1085869,71375U,71375U101
1085936,030506,030506109
1085936,257692,257692103
1085936,466032,466032109
1086142,26605B,26605B109
1086195,04289L,04289L107
1086222,000971,000971
1086222,009171,009171
1086222,00971T,00971T101
1086319,351043,351043104
1086319,367220,367220100
1086329,72581R,72581R106
1086417,000108,000108641
1086434,M15342,M15342
1086434,M15342,M15342101
1086434,M15342,M15342104
1086467,262241,262241021
1086467,262241,262241102
1086472,64108N,64108N10
1086472,64108N,64108N106
1086473,066908,066908101
1086745,92931L,92931L
1086745,92931L,92931L203
1086757,105651,105651101
1086774,15200E,15200E204
1086774,92873P,92873P204
1086844,009367,009367103
1086844,936710,93671031
1086909,11133B,11133B409
1086939,66986W,66986W108
1086939,66986W,66986W207
1087216,00434J,00434J104
1087243,00437W,00437W102
1087277,03833V,03833V108
1087277,3833V1,3833V108
1087294,230770,230770109
1087397,126426,126426402
1087423,756577,756577102
1087432,45884X,45884X103
1087432,45885B,45885B101
1087456,909458,909458101
1087767,361778,361778103
1087779,64114R,64114R101
1087779,64114R,64114R109
1087783,67069L,67069L100
1087786,67069Y,67069Y102
1087788,67070C,67070C107
1087934,1247M1,1247M101
1087934,45336E,45336E109
1087955,928552,928552101
1088022,46059S,46059S101
1088033,74834T,74834T103
1088144,77587P,77587P103
1088147,00504E,00504E100
1088147,00504E,00504E101
1088147,26881V,26881V100
1088214,87943L,87943L100
1088244,298412,298412107
1088244,45881X,45881X106
1088454,64117V,64117V
1088570,12500B,12500B105
1088653,00846X,00846X105
1088724,45677N,45677N205
1088771,551146,551146103
1088856,218352,218352102
1089044,505447,505447102
1089063,253393,253393101
1089094,09248T,09248T109
1089443,358433,358433100
1089473,46122E,46122E105
1089473,922793,922793104
1089496,D2057Y,D2057Y135
1089504,02660M,02660M108
1089511,01167P,01167P101
1089525,831698,831698105
1089542,717148,717148100
1089542,784121,784121105
1089567,281033,281033100
1089575,623281,623281208
1089575,632381,632381208
1089613,26881V,26881V101
1089654,482423,482423100
1089786,51589L,51589L105
1089819,12561W,12561W105
1089821,09248R,09248R103
1089872,3268Q1,3268Q1031
1089872,36268Q,36268Q103
1089872,3626P1,3626P104
1089907,483600,483600300
1089932,92932C,92932C103
1089953,75040Q,75040Q106
1090009,39607Y,39607Y100
1090012,25179M,25179M103
1090061,682129,682129101
1090069,164450,164450101
1090069,164450,164450108
1090071,736126,736126103
1090116,67071L,67071L205
1090116,67071L,67071L403
1090116,67071L,67071L833
1090117,67071M,67071M104
1090117,67071M,67071M203
1090117,67071M,67071M302
1090118,67069T,67069T103
1090120,67069P,67069P101
1090215,644381,64438101
1090425,512815,512815101
1090425,512816,512816109
1090507,58500P,58500P
1090710,29076P,29076P102
1090872,00846U,00846U101
1090908,816288,816288104
1090908,816288,816288107
1091158,92845H,92845H108
1091171,09578R,09578R103
1091171,9578R1,9578R1031
1091212,G05354,G05354116
1091271,741379,74137913
1091284,75914G,75914G10
1091312,871507,871507109
1091325,16945D,16945D105
1091325,16945D,16945D204
1091530,983759,983759101
1091599,000703,000703797
1091599,00737P,00737P104
1091667,16117M,16117M107
1091667,16117M,16117M305
1091735,69373H,69373H106
1091748,673018,673018106
1091748,G73018,G73018106
1091756,450732,450732102
1091801,573083,573083102
1091862,163893,163893100
1091883,17273K,17273K109
1091893,83169C,83169C101
1091907,98156Q,98156Q108
1091973,89677M,89677M106
1092006,161048,161048
1092006,161048,16104813
1092013,004631,004631107
1092013,705904,705904100
1092283,008252,008252108
1092289,G89982,G89982113
1092319,126419,126419101
1092367,871206,871206405
1092393,30064G,30064G104
1092492,05459T,05459T101
1092536,311877,311877104
1092570,359851,359851102
1092605,29088W,29088W103
1092662,163572,163572209
1092699,78463M,78463M107
1092699,84760C,84760C107
1092839,81943P,81943P104
1092914,049392,049392103
1092914,493921,49392103
1092917,066981,06698104
1093082,448451,448451104
1093193,23281T,23281T101
1093207,00504W,00504W100
1093207,22765D,22765D100
1093273,559211,559211
1093273,559211,559211071
1093273,559211,559211107
1093367,029328,02932810
1093432,364162,36416226
1093434,00808V,00808V105
1093546,861837,861837102
1093557,252131,252131107
1093576,581243,581243101
1093580,034318,034318105
1093636,049432,049432107
1093649,45166R,45166R204
1093685,766169,766169106
1093728,694275,694275108
1093779,169657,169657103
1093837,65439R,65439R101
1093885,00763M,00763M108
1093885,835470,835470105
1094005,257923,25792301
1094007,904583,904583101
1094036,228906,228906101
1094036,228906,228906103
1094036,G3159C,G3159C109
1094058,280598,280598710
1094084,879604,879604106
1094087,46622G,46622G101
1094093,743263,743263105
1094202,374266,37426610
1094202,374266,374266104
1094215,21247V,21247V100
1094238,414545,414545105
1094243,43365Y,43365Y104
1094243,834458,834458101
1094285,879360,879360105
1094285,879360,879360151
1094286,94113U,94113U100
1094323,198516,198516106
1094323,344167,344167101
1094348,290151,290151101
1094348,290151,290151307
1094348,577097,577097108
1094360,76128Q,76128Q109
1094366,M22013,M22013102
1094366,M81873,M81873101
1094366,M81873,M81873107
1094371,333865,333865911
1094371,927464,92746461
1094392,781270,781270103
1094561,74913K,74913K106
1094561,98388Y,98388Y13
1094635,8142D1,8142D1091
1094739,31787A,31787A101
1094739,31787A,31787A507
1094742,56063E,56063E105
1094808,317794,317794105
1094810,62845B,62845B104
1094814,561693,561693102
1094831,296643,296643106
1094831,30701A,30701A106
1094895,833570,833570104
1094944,278717,278717103
1094961,60975U,60975U108
1095052,72765Q,72765Q601
1095073,G3223R,G3223R108
1095079,04315D,04315D400
1095099,N5665B,N5665B105
1095105,25305G,25305G
1095105,25305G,25305G106
1095130,83418B,83418B107
1095276,966621,966621104
1095277,460981,460981301
1095291,60671Q,60671Q104
1095291,94733A,94733A104
1095291,94769V,94769V10
1095291,94769V,94769V105
1095315,268443,268443108
1095315,717098,717098107
1095315,717098,717098206
1095330,87155S,87155S108
1095330,87155S,87155S13
1095348,67107W,67107W
1095348,67107W,67107W100
1095348,G6797E,G6797E106
1095388,579062,579062100
1095442,D1497A,D1497A101
1095478,G4911N,G4911N
1095478,G4911N,G4911N102
1095651,45031U,45031U101
1095747,233328,233328106
1095747,6184R1,6184R1010
1095747,M6184R,M6184R101
1095825,278668,278668101
1095825,640050,640050910
1096056,550678,550678106
1096142,37247A,37247A102
1096187,18450F,18450F103
1096197,M29925,M29925100
1096199,36846Q,36846Q203
1096300,M45919,M4591910
1096325,46069S,46069S109
1096343,570535,570535104
1096349,36112N,36112N108
1096376,67069D,67069D108
1096385,92240G,92240G101
1096473,302255,302255101
1096473,302255,302255104
1096481,46614H,46614H301
1096512,45666T,45666T106
1096654,677399,677399107
1096658,15234X,15234X103
1096689,68389J,68389J
1096691,70211M,70211M109
1096752,29266R,29266R10
1096788,499183,499183804
1096934,293706,293706107
1096934,82980W,82980W101
1096938,910203,910203108
1096958,G67543,G67543101
1097086,178677,178677209
1097149,016255,016255101
1097149,162551,162551011
1097264,019777,019777101
1097313,38821G,38821G101
1097338,977424,977424100
1097523,008181,00818131
1097563,24366Q,24366Q209
1097641,81788Q,81788Q100
1097668,67070T,67070T100
1097805,141510,141510107
1097864,682189,682189105
1097892,53226T,53226T103
1097896,089695,089695100
1098016,37229R,37229R206
1098207,96684M,96684M201
1098277,947684,947684106
1098301,891926,891926206
1098315,380193,38019310
1098332,027073,027073195
1098482,45777T,45777T102
1098532,640776,640776
1098560,59500X,59500X
1098570,45073P,45073P101
1098803,038334,038334101
1098834,11776O,11776O102
1098834,30744P,30744P102
1098875,01072Q,01072Q103
1098880,45822R,45822R101
1098923,878945,878945203
1098972,00847G,00847G101
1098972,00847G,00847G705
1099205,Z00107,Z0010713
1099215,743642,743642100
1099363,64122G,64122G103
1099414,85788Q,85788Q109
1099414,87588Q,87588Q109
1099517,001250,001250109
1099517,734119,73411910
1099517,734119,734119100
1099531,92208W,92208W106
1099590,58733R,58733R102
1099674,68400F,68400F109
1099941,553829,553829102
1099941,553829,553829409
1099941,P55271,P55271
1099944,45667R,45667R107
1099977,16943R,16943R106
1099980,294250,294250105
1099980,87485H,87485H103
1100006,05358K,05358K102
1100270,16117M,16117M107
1100389,696643,696643105
1100397,007624,007624208
1100412,04269X,04269X101
1100412,04269X,04269X105
1100441,001084,001084102
1100441,74975N,74975N105
1100441,75886N,75886N100
1100663,003654,003654100
1100663,464287,464287135
1100663,464287,464287150
1100663,464287,464287192
1100663,464287,464287200
1100663,464287,464287333
1100663,464287,464287341
1100663,464287,464287457
1100663,464287,464287481
1100663,464287,464287499
1100663,464287,464287507
1100663,464287,464287515
1100663,464287,464287531
1100663,464287,464287606
1100663,464287,464287630
1100663,464287,464287697
1100663,464287,464287705
1100663,464287,464287713
1100663,464287,464287788
1100663,464287,464287812
1100663,464287,464287879
1100663,464287,464287887
1100663,464288,464288109
1100663,464288,464288158
1100663,464288,464288208
1100663,464288,464288273
1100663,464288,464288281
1100663,464288,464288307
1100663,464288,464288372
1100663,464288,464288406
1100663,464288,46428842
1100663,464288,464288448
1100663,464288,464288497
1100663,464288,464288513
1100663,464288,464288588
1100663,464288,464288612
1100663,464288,464288620
1100663,464288,464288638
1100663,464288,464288646
1100663,464288,464288653
1100663,464288,464288679
1100663,464288,464288752
1100663,464288,464288760
1100663,464288,464288802
1100663,464288,464288810
1100663,464289,464289412
1100663,46429B,46429B291
1100663,46432F,46432F396
1100663,46432F,46432F842
1100663,46434V,46434V696
1100663,46434V,46434V704
1100663,46434V,46434V761
1100663,46434V,46434V779
1100663,46435G,46435G755
1100663,46435U,46435U432
1100663,46436E,46436E312
1100663,46436E,46436E486
1100663,59125J,59125J104
1100663,78464A,78464A607
1100682,080555,080555105
1100682,159864,159864107
1100683,71676K,71676K109
1100790,G1531P,G1531P145
1100917,68338T,68338T106
1100917,68338T,68338T403
1100949,81369Y,81369Y803
1100954,928628,928628
1100962,29264F,29264F205
1100962,G30401,G30401106
1100969,04518A,04518A104
1101020,690212,690212105
1101147,92763Q,92763Q106
1101215,018581,018581108
1101239,29444U,29444U501
1101239,29444U,29444U502
1101239,29444U,29444U700
1101245,501049,501049100
1101245,501050,501050108
1101396,247368,247368103
1101680,87967E,87967E107
1101680,8796E1,8796E107
1101723,913016,913016309
1101757,671059,671059103
1101999,64110J,64110J101
1102112,31983B,31983B101
1102112,695263,695263103
1102217,36317L,36317L105
1102266,15201P,15201P109
1102448,87871D,87871D13
1102448,87971D,87971D13
1102541,270321,270321102
1102542,801833,801833104
1102556,669967,669967
1102643,90333H,90333H101
1102709,92933Q,92933Q200
1102741,021610,021610
1102741,784774,784774
1102741,784774,784774101
1102934,12709P,12709P103
1102993,538146,538146101
1102993,698493,698493103
1103013,705107,705107100
1103021,09060J,09060J106
1103021,47008R,47008R103
1103234,608507,608507109
1103313,28140A,28140A10
1103390,03969P,03969P107
1103390,46116T,46116T100
1103390,46116T,46116T101
1103393,125178,125178
1103577,644461,644461105
1103577,8450T1,8450T103
1103601,92924F,92924F106
1103777,82966T,82966T106
1103777,M70240,M70240101
1103837,222841,222841110
1103837,228411,228411104
1103838,45104G,45104G104
1103838,E090A0,E090A0101
1103982,50075N,50075N104
1103982,609207,609207105
1103993,517674,517674107
1104017,44973Q,44973Q103
1104172,893953,893953109
1104252,233116,233116230
1104252,233162,233162304
1104252,233162,233162502
1104349,139594,139594
1104349,139594,139594105
1104358,11138T,11138T108
1104485,665531,665531109
1104485,665531,665531307
1104506,457669,457669208
1104506,457669,457669307
1104506,457889,457889208
1104657,117421,117421107
1104657,576690,576690101
1104659,294375,294375209
1104771,68213L,68213L103
1104855,749077,749077103
1104855,86858W,86858W101
1105101,Y2711Y,Y2711Y104
1105184,63009F,63009F105
1105409,282246,282246105
1105472,817337,817337405
1105472,835916,835916107
1105503,52886Q,52886Q101
1105503,619908,619908304
1105519,88906B,88906B105
1105519,M81869,M81869105
1105533,040221,040221
1105533,040221,040221103
1105542,00950H,00950H102
1105705,887317,887317303
1105841,M25082,M25082104
1106181,961534,961534104
1106644,16941T,16941T203
1106714,74438Q,74438Q109
1106773,32051K,32051K106
1106838,83548R,83548R105
1106842,30226D,30226D106
1106842,815704,815704101
1106851,485170,485170302
1106851,682128,682128103
1106917,810883,810883181
1106942,091935,091935502
1106942,919355,919355021
1107050,18681D,18681D109
1107050,18681D,18681D208
1107112,290787,290787100
1107112,297078,297078710
1107160,412865,412865
1107160,412865,412865107
1107332,24823Q,24823Q107
1107389,03957A,03957A104
1107421,98973P,98973P101
1107601,047439,047439
1107601,047439,047439104
1107694,750086,750086100
1107843,74758T,74758T303
1108046,45719U,45719U101
1108205,231269,23126910
1108205,231269,231269101
1108205,231269,231269200
1108205,23131L,23131L107
1108236,029326,029326105
1108271,208264,208264101
1108320,59151K,59151K108
1108320,832682,832682
1108320,O83268,O8326821
1108349,09067J,09067J
1108426,69349H,69349H107
1108487,79549F,79549F108
1108487,903474,903474302
1108524,79466L,79466L302
1108645,G2110R,G2110R106
1108727,449804,449804305
1108727,44980Y,44980Y305
1108727,677007,677007502
1108827,74733V,74733V100
1108828,92276F,92276F100
1108828,956909,956909105
1108891,53227B,53227B101
1108906,395150,395150101
1108906,395150,395150105
1108915,37243Q,37243Q101
1108924,683757,683757101
1108924,683757,683757108
1108951,517053,517053104
1108951,551705,551705320
1109116,29382R,29382R107
1109190,28224R,28224R101
1109196,55414P,55414P
1109196,87959M,87959M109
1109242,410495,410495105
1109242,410495,410495204
1109345,M7516K,M7516K103
1109348,716528,716528104
1109357,30161N,30161N101
1109504,001696,001696103
1109504,923427,923427108
1109525,059690,059690107
1109546,694552,694552100
1109697,29256N,29256N109
1109754,925314,925314106
1109808,053893,053893103
1109935,00757V,00757V106
1109935,94767L,94767L109
1110009,36867W,36867W105
1110072,579517,579517101
1110206,50064W,50064W107
1110452,009119,009119108
1110607,2437A3,2437A305
1110607,869380,869380105
1110646,65487X,65487X102
1110700,05349M,05349M100
1110803,452327,452327101
1110803,452327,452327109
1110903,6412A1,6412A1071
1111205,50075Q,50075Q404
1111205,5007Q2,5007Q206
1111247,76657R,76657R106
1111312,03823E,03823E108
1111335,92839U,92839U107
1111335,92839U,92839U206
1111345,84764M,84764M
1111345,84764M,84764M13
1111553,414501,41450101
1111553,M41450,M41450
1111553,M41450,M41450103
1111559,89267P,89267P105
1111634,983764,983764801
1111711,65473P,65473P101
1111711,65473P,65473P105
1111721,863100,863100202
1111863,826516,826516106
1111928,44980X,44980X109
1111938,G04397,G04397101
1111938,G04397,G04397108
1112412,29259G,29259G101
1112412,29259G,29259G200
1112412,56035L,56035L104
1112520,340689,340689306
1112755,794095,794095109
1113107,32021B,32021B10
1113107,32021B,32021B102
1113107,32021B,32021B103
1113148,254675,254675101
1113148,45665G,45665G303
1113148,4566G3,4566G303
1113169,74144T,74144T108
1113232,054540,054540109
1113247,074002,074002
1113247,074002,074002106
1113260,750468,750468100
1113306,57773A,57773A
1113306,57773A,57773A13
1113306,57773A,57773A508
1113481,584688,584688101
1113481,584688,584688105
1113529,689803,689803104
1113643,002457,002457109
1113668,742352,742352
1113774,533244,533244
1113809,120076,120076104
1113866,16945R,16945R104
1114040,91915Q,91915Q105
1114040,9195Q1,9195Q1051
1114084,46114Y,46114Y101
1114220,492515,492515101
1114365,231292,231292103
1114365,232572,232572107
1114446,67062P,67062P603
1114483,972232,972232102
1114617,74371K,74371K101
1114655,03840N,03840N107
1114700,399909,399909100
1114714,488879,488879107
1114973,00761E,00761E108
1114995,453204,453204109
1115055,72346Q,72346Q104
1115128,22265J,22265J102
1115128,749119,749119103
1115143,00511R,00511R13
1115143,00511R,00511R780
1115222,26483E,26483E100
1115285,302297,302297106
1115836,G67743,G67743107
1116030,448774,448774109
1116094,054923,054923107
1116094,549231,54923107
1116094,98159L,98159L10
1116132,189754,189754104
1116132,876030,876030107
1116201,45817U,45817U101
1116284,302043,30204310
1116463,68554V,68554V108
1116521,053499,053499109
1116616,G4285W,G4285W100
1116734,910900,910900208
1116755,250557,250557101
1116755,250557,250557105
1116937,19247W,19247W201
1116937,19247W,19247W508
1116937,19247W,19247W607
1116942,87305R,87305R109
1117042,62473L,62473L309
1117057,272971,27297100
1117119,49720P,49720P506
1117297,74874Q,74874Q100
1117297,7874Q1,7874Q100
1117398,81752M,81752M101
1117733,12769A,12769A103
1118237,578877,578877102
1118361,759881,75988106
1118404,82312B,82312B106
1118417,525102,525102
1118847,74765L,74765L202
1118941,29264A,29264A107
1118941,29264A,29264A206
1119083,M70240,M70240101
1119083,M70240,M70240102
1119744,975401,97540101
1119744,M97540,M9754013
1119769,M22013,M22013102
1119774,M25722,M25722105
1120102,011589,011589108
1120193,631103,631103108
1120246,023111,023111206
1120438,88428W,88428W108
1120462,462594,462594
1120462,462594,462594201
1120792,61689A,61689A107
1120792,65338C,65338C109
1120796,G4984V,G4984V106
1120914,693282,693282
1120914,693282,693282105
1120970,205750,205750102
1121142,57778K,57778K105
1121142,5778K1,5778K1051
1121309,86866R,86866R102
1121404,80105N,80105N105
1121484,678026,678026105
1121584,224051,224051102
1121584,978097,978097103
1121702,591018,591018809
1121788,G37260,G37260109
1121788,H2906T,H2906T109
1121793,47008R,47008R103
1121811,29267D,29267D108
1121936,M97385,M97385112
1121980,92763R,92763R104
1122063,073578,073578106
1122304,00817Y,00817Y108
1122342,018680,018680108
1122342,01868O,01868O108
1122388,28849P,28849P100
1122425,124676,124676107
1122491,10552T,10552T107
1122573,88825M,88825M109
1122668,68382T,68382T101
1122668,68382T,68382T106
1122904,64111Q,64111Q104
1122976,73179P,73179P106
1122993,114270,114270101
1123270,063750,063750103
1123274,899690,899690101
1123313,501577,501577100
1123360,37940X,37940X102
1123361,92553Q,92553Q209
1123494,416906,416906
1123658,16941R,16941R108
1123695,45248L,45248L308
1123713,45247E,45247E
1123735,20366P,20366P100
1123979,00511R,00511R870
1123979,81724Q,81724Q107
1124019,885573,885573105
1124024,307325,307325100
1124057,224399,224399105
1124077,293309,293309101
1124140,30063P,30063P105
1124145,83404B,83404B103
1124198,343412,343412102
1124394,290151,290151307
1124394,44887Q,44887Q108
1124610,928563,928563402
1124796,65487K,65487K100
1124804,01988P,01988P108
1124817,06423W,06423W204
1124941,05976U,05976U102
1124941,073685,073685109
1125011,48369P,48369P207
1125259,G19081,G19081101
1125294,229016,229016100
1125345,556099,556099109
1125376,29358P,29358P101
1125631,43358F,43358F104
1125633,06652W,06652W107
1125727,32055Y,32055Y201
1125816,33733E,33733E401
1125816,337344,337344105
1125816,33734G,33734G108
1125816,33734J,33734J102
1125816,33734X,33734X101
1125816,33734X,33734X119
1125816,33734X,33734X135
1125816,33734X,33734X168
1125816,33734X,33734X184
1125914,68372A,68372A10
1125914,68372A,68372A104
1125920,82568P,82568P304
1126140,279714,27971401
1126294,75952B,75952B105
1126313,78004V,78004V202
1126328,74251V,74251V102
1126899,808188,808188106
1126956,505597,505597104
1126956,84857L,84857L101
1126975,559080,559080106
1127269,Y229M1,Y229M1031
1127269,Y269M1,Y269M1031
1127342,38011M,38011M108
1127354,23324Q,23324Q13
1127475,25385H,25385H104
1127706,67069X,67069X104
1127706,67069X,67069X203
1127706,67069X,67069X302
1127800,458847,458847209
1127842,459862,459862306
1127924,14149F,14149F109
1128189,743722,743722100
1128227,020584,020584108
1128227,32021X,32021X105
1128239,249509,249509100
1128361,43940T,43940T109
1128361,63080P,63080P105
1128495,03252Q,03252Q408
1128709,372257,372257105
1128725,458488,458488301
1128928,343498,343498101
1129120,961532,961532207
1129425,98985T,98985T109
1129446,00845V,00845V100
1129446,08845V,08845V100
1129552,22943D,22943D105
1129623,67611V,67611V101
1129650,891019,891019101
1129847,31868F,31868F102
1129928,682310,682310107
1129981,677007,677007205
1130144,82620P,82620P102
1130166,23254L,23254L108
1130258,004764,004764106
1130310,15189T,15189T107
1130385,234831,23483111
1130385,G36535,G36535105
1130385,G36535,G36535139
1130464,092113,092113109
1130591,98411C,98411C101
1130626,25171N,25171N031
1130713,690370,690370101
1130866,43365Y,43365Y104
1130968,883556,883556102
1131062,67066V,67066V200
1131096,04685W,04685W103
1131227,440543,440543106
1131324,37244C,37244C101
1131383,85472N,85472N109
1131383,89346D,89346D107
1131408,859727,859727109
1131517,21872P,21872P105
1131759,480074,480074103
1131907,13738Y,13738Y107
1131907,13738Y,13738Y108
1131907,29425Y,29425Y101
1131907,59509C,59509C105
1132327,457750,457750
1132327,457750,457750107
1132484,64111N,64111N101
1132651,031001,031001100
1132784,36318B,36318B106
1132809,059361,05936113
1132979,33616C,33616C100
1133016,44332P,44332P101
1133260,90653P,90653P105
1133311,89421Q,89421Q106
1133421,666807,666807102
1133470,128246,128246105
1133478,G2110R,G2110R106
1133478,G2110R,G2110R114
1133487,704059,704059104
1133798,000113,000113379
1133798,40427C,40427C104
1133869,14070B,14070B
1133869,1407B1,1407B101
1133869,654145,654145101
1134061,913247,913247508
1134203,87424N,87424N104
1134861,254067,254067101
1135017,49455U,49455U100
1135152,30249U,30249U101
1135185,049164,049164205
1135338,705904,705904605
1135347,497725,497725101
1135347,766748,766748107
1135554,657457,657457106
1135657,27888D,27888D101
1135711,64118B,64118B100
1135906,29428P,29428P107
1135951,256135,256135203
1135971,713291,713291102
1136294,37941P,37941P108
1136294,37941P,37941P207
1136294,96951A,96951A104
1136352,456615,456615103
1136645,379391,379391105
1136655,038715,038715
1136655,03875P,03875P100
1136655,736187,736187204
1137019,45247T,45247T10
1137019,45247T,45247T104
1137031,910425,910425107
1137046,84264A,84264A102
1137046,8426A1,8426A1021
1137047,681977,681977104
1137183,464287,464287515
1137183,464287,464287549
1137360,57060U,57060U399
1137360,57060U,57060U563
1137360,57060U,57060U605
1137360,57060U,57060U837
1137390,09248L,09248L106
1137390,09248L,09248L205
1137390,09248L,09248L304
1137391,09248E,09248E102
1137391,09248E,09248E201
1137391,09248E,09248E300
1137391,09248E,09248E409
1137392,09248H,09248H105
1137393,09248F,09248F109
1137393,09248F,09248F208
1137393,09248F,09248F505
1137393,09248F,09248F604
1137399,55024R,55024R
1137440,09248J,09248J101
1137469,65488W,65488W103
1137547,911460,91146010
1137774,744320,744320
1137778,92923C,92923C
1137778,92923C,92923C104
1137778,92923C,92923C13
1137789,G7945J,G7945J104
1137789,G7946J,G7946J104
1137861,98235T,98235T101
1137887,67070X,67070X200
1137887,67070X,67070X309
1137887,67070X,67070X408
1137887,67070X,67070X879
1137888,67070Y,67070Y208
1137888,67070Y,67070Y307
1138118,12497T,12497T101
1138305,87873J,87873J109
1138412,37243V,37243V100
1138639,45667G,45667G103
1138723,004397,004397105
1138776,00835P,00835P105
1138776,58436Q,58436Q112
1138776,58436Q,58436Q203
1138817,336312,336312202
1138830,052660,052660107
1138951,52186N,52186N106
1139463,58404W,58404W109
1139812,55264U,55264U108
1140028,40963P,40963P105
1140098,543524,543524300
1140184,46262E,46262E105
1140223,33763B,33763B103
1140310,98876R,98876R204
1140392,72200R,72200R206
1140392,72200R,72200R602
1140410,72200T,72200T
